_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,geometry,MID_BLOCK,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,SIDE2,CLIENT_STREET_2,CLIENT_STREET_1,SIDE1,MI_PRINX,PRIVATE_ACCESS,TCS,ADDITIONAL_INFO,POLICE_DIVISION_1,WARD_1,WARD_3,WARD_2,WARD_4,NAME,DISTRICT,RLC,MAIN
23137,13465959,Richmond St E,Parliament St,1,NA,NA,NA,NA,1,"c(-79.3640229981536, 43.6545590110734)",NA,NA,NA,2007-11-09T05:00:00,NA,PARLIAMENT ST,RICHMOND ST E,PARLIAMENT ST,1,NA,223,NA,51,Toronto Centre(13),NA,NA,NA,Richmond St E And Parliament St,Toronto and East York,6001,RICHMOND ST E
23138,13467993,Lake Shore Blvd W,York St,2,NA,NA,NA,NA,2,"c(-79.3808680070637, 43.6414600021636)",NA,NA,NA,2007-11-09T05:00:00,NA,YORK ST,LAKE SHORE BLVD W,YORK ST,2,NA,205,WB LAKE SHORE BLVD,52,Spadina-Fort York(10),NA,NA,NA,Lake Shore Blvd W And York St,Toronto and East York,6002,LAKE SHORE BLVD W
23139,13444656,Steeles Ave W,Carpenter Rd,3,NA,NA,NA,NA,3,"c(-79.447588998966, 43.7920130014137)",NA,NA,NA,2007-11-09T05:00:00,PRIVATE ACCESS,CARPENTER RD,STEELES AVE W,CARPENTER RD,3,SHOPPING CENTRE,1564,NA,32,York Centre(6),NA,NA,NA,Steeles Ave W And Carpenter Rd / Private Access @ Shopping Centre,North York,6003,STEELES AVE W
23140,13444138,Steeles Ave W,Hilda Ave,4,NA,NA,NA,NA,4,"c(-79.4292670008865, 43.7960070062936)",NA,NA,NA,2007-11-09T05:00:00,NA,HILDA AVE,STEELES AVE W,HILDA AVE,4,NA,1115,NA,32,Willowdale(18),NA,NA,NA,Steeles Ave W And Hilda Ave,North York,6004,STEELES AVE W
23141,13451893,Albion Rd,Silverstone Dr,5,NA,NA,NA,NA,5,"c(-79.6000939933117, 43.7429520012624)",NA,NA,NA,2007-11-09T05:00:00,NA,SILVERSTONE DR,ALBION RD,SILVERSTONE DR,5,NA,1156,NA,23,Etobicoke North(1),NA,NA,NA,Albion Rd And Silverstone Dr,Etobicoke York,6005,ALBION RD
23142,13459576,Dixon Rd,Kipling Ave,6,NA,NA,NA,NA,6,"c(-79.5586490059244, 43.6942490044885)",NA,NA,NA,2008-03-18T04:00:00,NA,KIPLING AVE,DIXON RD,KIPLING AVE,6,NA,435,NA,23,Etobicoke North(1),NA,Etobicoke Centre(2),NA,Dixon Rd And Kipling Ave,Etobicoke York,6007,DIXON RD
23143,13448601,Steeles Ave W,Islington Ave,7,NA,NA,NA,NA,7,"c(-79.5748709931268, 43.7643430030644)",NA,NA,NA,2008-10-28T04:00:00,NA,ISLINGTON AVE,STEELES AVE W,ISLINGTON AVE,7,NA,1208,NA,31,Humber River-Black Creek(7),NA,NA,NA,Steeles Ave W And Islington Ave,Etobicoke York,6008,STEELES AVE W
23144,13450231,Sheppard Ave W,Wilson Heights Blvd,8,NA,NA,NA,NA,8,"c(-79.4567510019211, 43.7516630010107)",NA,NA,NA,2009-03-17T04:00:00,NA,WILSON HEIGHTS BLVD,SHEPPARD AVE W,WILSON HEIGHTS BLVD,8,NA,631,NA,32,York Centre(6),NA,NA,NA,Sheppard Ave W And Wilson Heights Blvd,North York,6009,SHEPPARD AVE W
23145,13449607,Bathurst St,Sheppard Ave W,9,NA,NA,NA,NA,9,"c(-79.4384810044369, 43.7554580028968)",NA,NA,NA,2007-11-09T05:00:00,NA,SHEPPARD AVE W,BATHURST ST,SHEPPARD AVE W,9,NA,672,NA,32,York Centre(6),NA,NA,NA,Bathurst St And Sheppard Ave W,North York,6010,BATHURST ST
23146,13455749,Lawrence Ave W,Marlee Ave,10,NA,NA,NA,NA,10,"c(-79.4465200053405, 43.7156150035191)",NA,13,NA,2008-03-19T04:00:00,PRIVATE ACCESS,MARLEE AVE,LAWRENCE AVE W,MARLEE AVE,10,LAWRENCE SQUARE ACCESS,425,NA,32,Eglinton-Lawrence(8),NA,NA,NA,Lawrence Ave W And Marlee Ave / Private Access @ Lawrence Square Access,North York,6011,LAWRENCE AVE W
23147,13455135,Bathurst St,Lawrence Ave W,11,NA,NA,NA,NA,11,"c(-79.4298159904052, 43.7192580018008)",NA,13,53,2008-08-11T04:00:00,NA,LAWRENCE AVE W,BATHURST ST,LAWRENCE AVE W,11,NA,423,NA,32,Eglinton-Lawrence(8),NA,NA,NA,Bathurst St And Lawrence Ave W,North York,6012,BATHURST ST
23148,13444532,Bayview Ave,Cummer Ave,12,NA,NA,NA,NA,12,"c(-79.3935960040456, 43.7922969999153)",NA,32,NA,2009-03-17T04:00:00,NA,CUMMER AVE,BAYVIEW AVE,CUMMER AVE,12,NA,651,NA,33,Willowdale(18),NA,Don Valley North(17),NA,Bayview Ave And Cummer Ave,North York,6013,BAYVIEW AVE
23149,13452717,Leslie St,Lawrence Ave E,13,NA,NA,NA,NA,13,"c(-79.3559789975746, 43.7345350020512)",NA,NA,NA,2008-05-29T04:00:00,NA,LAWRENCE AVE E,LESLIE ST,LAWRENCE AVE E,13,NA,400,NA,33,Don Valley West(15),NA,Don Valley East(16),NA,Leslie St And Lawrence Ave E,North York,6015,LESLIE ST
23150,13449822,Leslie St,York Mills Rd,14,NA,NA,NA,NA,14,"c(-79.3599699911438, 43.7529540024844)",NA,NA,NA,2009-08-05T04:00:00,NA,YORK MILLS RD,LESLIE ST,YORK MILLS RD,14,NA,755,NA,33,Don Valley West(15),NA,Don Valley East(16),NA,Leslie St And York Mills Rd,North York,6016,LESLIE ST
23151,13448765,Bayview Ave,Truman Rd,15,NA,NA,NA,NA,15,"c(-79.3866350029291, 43.7605860032119)",NA,32,NA,2008-03-31T04:00:00,FIFESHIRE RD,TRUMAN RD,BAYVIEW AVE,TRUMAN RD,15,NA,1083,NA,33,Don Valley West(15),NA,NA,NA,Bayview Ave And Truman Rd / Fifeshire Rd,North York,6017,BAYVIEW AVE
23152,14038170,Midland Ave,McNicoll Ave,16,NA,NA,NA,NA,16,"c(-79.2922180081124, 43.8145780077135)",NA,NA,NA,2008-10-09T04:00:00,NA,MCNICOLL AVE,MIDLAND AVE,MCNICOLL AVE,16,NA,1540,NA,42,Scarborough-Agincourt(22),NA,Scarborough North(23),NA,Midland Ave And Mcnicoll Ave,Scarborough,6018,MIDLAND AVE
23153,13441903,Steeles Ave E,Birchmount Rd,17,NA,NA,NA,NA,17,"c(-79.3169249962472, 43.8213920039946)",NA,NA,NA,2009-03-17T04:00:00,NA,BIRCHMOUNT RD,STEELES AVE E,BIRCHMOUNT RD,17,NA,1363,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Steeles Ave E And Birchmount Rd,Scarborough,6019,STEELES AVE E
23154,13446799,Warden Ave,Arkona Dr,18,NA,NA,NA,NA,18,"c(-79.3053560099501, 43.7730890055368)",NA,NA,NA,2008-08-11T04:00:00,CLOVERLEAF GT,ARKONA DR,WARDEN AVE,ARKONA DR,18,NA,927,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Warden Ave And Arkona Dr / Cloverleaf Gt,Scarborough,6020,WARDEN AVE
23155,13441677,Steeles Ave E,Brimley Rd,19,NA,NA,NA,NA,19,"c(-79.2872019971675, 43.8282939976019)",NA,NA,NA,2008-05-29T04:00:00,NA,BRIMLEY RD,STEELES AVE E,BRIMLEY RD,19,NA,1491,NA,42,Scarborough North(23),NA,NA,NA,Steeles Ave E And Brimley Rd,Scarborough,6021,STEELES AVE E
23156,13465757,College St,Bathurst St,20,NA,NA,NA,NA,20,"c(-79.4077219983493, 43.656481004806)",NA,NA,NA,2008-08-11T04:00:00,NA,BATHURST ST,COLLEGE ST,BATHURST ST,20,NA,300,NA,14,University-Rosedale(11),NA,NA,NA,College St And Bathurst St,Toronto and East York,6022,COLLEGE ST
23157,13447211,Morningside Ave,Lawrence Ave E,21,NA,NA,NA,NA,21,"c(-79.1862250063822, 43.768408003812)",NA,NA,NA,2008-08-11T04:00:00,NA,LAWRENCE AVE E,MORNINGSIDE AVE,LAWRENCE AVE E,21,NA,499,NA,43,Scarborough-Guildwood(24),NA,Scarborough-Rouge Park(25),NA,Morningside Ave And Lawrence Ave E,Scarborough,6023,MORNINGSIDE AVE
23158,13461025,Dixon Rd,Carlingview Dr,22,NA,NA,NA,NA,22,"c(-79.5955659976761, 43.6867570035774)",NA,NA,NA,2009-03-19T04:00:00,NA,CARLINGVIEW DR,DIXON RD,CARLINGVIEW DR,22,NA,536,NA,23,Etobicoke North(1),NA,NA,NA,Dixon Rd And Carlingview Dr,Etobicoke York,6024,DIXON RD
23159,13457150,Dufferin St,Glencairn Ave,23,NA,NA,NA,NA,23,"c(-79.4531800071891, 43.706982004009)",NA,NA,NA,2009-03-19T04:00:00,NA,GLENCAIRN AVE,DUFFERIN ST,GLENCAIRN AVE,23,NA,613,NA,13,Eglinton-Lawrence(8),NA,NA,NA,Dufferin St And Glencairn Ave,North York,6025,DUFFERIN ST
23160,13456854,Overlea Blvd,Thorncliffe Park Dr,24,NA,NA,NA,NA,24,"c(-79.3436250025507, 43.7074730060253)",NA,NA,NA,2008-10-29T04:00:00,NA,THORNCLIFFE PARK DR,OVERLEA BLVD,THORNCLIFFE PARK DR,24,NA,679,EAST INTERSECTION,53,Don Valley West(15),NA,NA,NA,Overlea Blvd And Thorncliffe Park Dr,North York,6026,OVERLEA BLVD
23161,13447843,Kennedy Rd,Ellesmere Rd,25,NA,NA,NA,NA,25,"c(-79.2810780069511, 43.7658020019069)",NA,NA,NA,2008-03-28T04:00:00,NA,ELLESMERE RD,KENNEDY RD,ELLESMERE RD,25,NA,696,NA,41,Scarborough Centre(21),NA,NA,NA,Kennedy Rd And Ellesmere Rd,Scarborough,6027,KENNEDY RD
23162,13444761,Leslie St,Finch Ave E,26,NA,NA,NA,NA,26,"c(-79.3680670004262, 43.7900119961954)",NA,NA,NA,2008-10-21T04:00:00,NA,FINCH AVE E,LESLIE ST,FINCH AVE E,26,NA,868,NA,33,Don Valley North(17),NA,NA,NA,Leslie St And Finch Ave E,North York,6028,LESLIE ST
23163,13444601,Birchmount Rd,Huntingwood Dr,27,NA,NA,NA,NA,27,"c(-79.3022949978243, 43.7904399964523)",NA,NA,NA,2009-03-17T04:00:00,NA,HUNTINGWOOD DR,BIRCHMOUNT RD,HUNTINGWOOD DR,27,NA,987,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Birchmount Rd And Huntingwood Dr,Scarborough,6029,BIRCHMOUNT RD
23164,13443303,Kingston Rd,Port Union Rd,28,NA,NA,NA,NA,28,"c(-79.1462229994315, 43.7989240015282)",NA,NA,NA,2008-03-18T04:00:00,SHEPPARD AVE E,PORT UNION RD,KINGSTON RD,PORT UNION RD,28,NA,1201,NA,42,Scarborough-Rouge Park(25),NA,NA,NA,Kingston Rd And Port Union Rd / Sheppard Ave E,Scarborough,6030,KINGSTON RD
23165,13468898,Bloor St W,The West Mall,29,NA,NA,NA,NA,29,"c(-79.5623179959463, 43.6356249939783)",NA,NA,NA,2009-03-19T04:00:00,NA,THE WEST MALL,BLOOR ST W,THE WEST MALL,29,NA,793,NA,22,Etobicoke Centre(2),NA,NA,NA,Bloor St W And The West Mall,Etobicoke York,6031,BLOOR ST W
23166,13470138,The Queensway,The West Mall,30,NA,NA,NA,NA,30,"c(-79.5626769977969, 43.6123069968059)",NA,NA,NA,2008-11-20T05:00:00,NA,THE WEST MALL,THE QUEENSWAY,THE WEST MALL,30,NA,912,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,The Queensway And The West Mall,Etobicoke York,6032,THE QUEENSWAY
23167,13470661,Lake Shore Blvd W,Thirty Seventh St,31,NA,NA,NA,NA,31,"c(-79.5381799940711, 43.5933960003353)",NA,NA,NA,2009-03-19T04:00:00,PRIVATE ACCESS,THIRTY SEVENTH ST,LAKE SHORE BLVD W,THIRTY SEVENTH ST,31,NA,241,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,Lake Shore Blvd W And Thirty Seventh St / Private Access,Etobicoke York,6033,LAKE SHORE BLVD W
23168,13470261,Kipling Ave,Horner Ave,32,NA,NA,NA,NA,32,"c(-79.5207509976317, 43.6072009967797)",NA,NA,NA,2008-03-19T04:00:00,NA,HORNER AVE,KIPLING AVE,HORNER AVE,32,NA,764,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,Kipling Ave And Horner Ave,Etobicoke York,6034,KIPLING AVE
23179,13451997,Jane St,Clair Rd,43,NA,NA,NA,NA,43,"c(-79.5136850048347, 43.74124000574)",NA,NA,NA,2008-10-09T04:00:00,SPENVALLEY DR,CLAIR RD,JANE ST,CLAIR RD,43,NA,1127,NA,31,Humber River-Black Creek(7),NA,NA,NA,Jane St And Clair Rd / Spenvalley Dr,Etobicoke York,6046,JANE ST
23169,13470082,The Queensway,North Queen St,33,NA,NA,NA,NA,33,"c(-79.5561539918499, 43.6142170046664)",NA,NA,NA,2009-04-02T04:00:00,PRIVATE ACCESS,NORTH QUEEN ST,THE QUEENSWAY,NORTH QUEEN ST,33,SHERWAY GARDENS,917,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,The Queensway And North Queen St / Private Access @ Sherway Gardens,Etobicoke York,6035,THE QUEENSWAY
23170,13453096,Wilson Ave,Transit Rd,34,NA,NA,NA,NA,34,"c(-79.4528629934421, 43.7333830014361)",NA,NA,NA,2009-08-21T04:00:00,BILLY BISHOP WAY,TRANSIT RD,WILSON AVE,TRANSIT RD,34,NA,1237,WILSON STN ENTRANCE,32,York Centre(6),NA,NA,NA,Wilson Ave And Transit Rd / Billy Bishop Way,North York,6036,WILSON AVE
23171,13468807,Lake Shore Blvd W,Windermere Ave,35,NA,NA,NA,NA,35,"c(-79.46814699688, 43.6351890029381)",NA,NA,NA,2008-05-29T04:00:00,PRIVATE ACCESS,WINDERMERE AVE,LAKE SHORE BLVD W,WINDERMERE AVE,35,NA,229,NA,11,Parkdale-High Park(4),NA,NA,NA,Lake Shore Blvd W And Windermere Ave / Private Access,Toronto and East York,6037,LAKE SHORE BLVD W
23172,13442867,Warden Ave,McNicoll Ave,36,NA,NA,NA,NA,36,"c(-79.3209749936509, 43.8063490021709)",NA,NA,NA,2009-03-17T04:00:00,NA,MCNICOLL AVE,WARDEN AVE,MCNICOLL AVE,36,NA,1287,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Warden Ave And Mcnicoll Ave,Scarborough,6038,WARDEN AVE
23173,13454197,Keele St,Wilson Ave,37,NA,NA,NA,NA,37,"c(-79.4820690045095, 43.7266419991172)",NA,NA,NA,2008-05-29T04:00:00,NA,WILSON AVE,KEELE ST,WILSON AVE,37,NA,597,NA,31,York Centre(6),NA,NA,NA,Keele St And Wilson Ave,North York,6039,KEELE ST
23174,13464191,Lansdowne Ave,Dupont St,38,NA,NA,NA,NA,38,"c(-79.4464609943321, 43.6667250002628)",NA,NA,NA,2008-03-26T04:00:00,NA,DUPONT ST,LANSDOWNE AVE,DUPONT ST,38,NA,844,NA,11,Davenport(9),NA,NA,NA,Lansdowne Ave And Dupont St,Toronto and East York,6040,LANSDOWNE AVE
23175,13468197,Queen St W,Lansdowne Ave,39,NA,NA,NA,NA,39,"c(-79.4369899986827, 43.6405599995531)",NA,14,NA,2009-01-21T05:00:00,JAMESON AVE,LANSDOWNE AVE,QUEEN ST W,LANSDOWNE AVE,39,NA,1981,NA,11,Parkdale-High Park(4),NA,NA,NA,Queen St W And Lansdowne Ave / Jameson Ave,Toronto and East York,6041,QUEEN ST W
23176,13467689,Burnhamthorpe Rd,The East Mall,40,NA,NA,NA,NA,40,"c(-79.5599919958505, 43.6463030043403)",NA,NA,NA,2008-03-26T04:00:00,NA,THE EAST MALL,BURNHAMTHORPE RD,THE EAST MALL,40,NA,948,NA,22,Etobicoke Centre(2),NA,NA,NA,Burnhamthorpe Rd And The East Mall,Etobicoke York,6042,BURNHAMTHORPE RD
23177,13451388,Keele St,Sheppard Ave W,41,NA,NA,NA,NA,41,"c(-79.4864519947699, 43.7447770044339)",NA,NA,NA,2009-03-17T04:00:00,NA,SHEPPARD AVE W,KEELE ST,SHEPPARD AVE W,41,NA,600,NA,31,York Centre(6),NA,NA,NA,Keele St And Sheppard Ave W,North York,6043,KEELE ST
23178,13460183,Jane St,Bala Ave,42,NA,NA,NA,NA,42,"c(-79.5006009970776, 43.6901420045761)",NA,NA,NA,2008-05-16T04:00:00,EMMETT AVE,BALA AVE,JANE ST,BALA AVE,42,NA,1317,NA,12,York South-Weston(5),NA,NA,NA,Jane St And Bala Ave / Emmett Ave,Etobicoke York,6045,JANE ST
23212,13454197,Keele St,Wilson Ave,76,NA,NA,NA,NA,76,"c(-79.4820690045095, 43.7266419991172)",NA,NA,NA,2017-10-20T04:00:00,NA,WILSON AVE,KEELE ST,WILSON AVE,76,NA,597,NA,31,York Centre(6),NA,NA,NA,Keele St And Wilson Ave,North York,6084,KEELE ST
23180,NA,NA,NA,44,NA,NA,NA,NA,44,"c(-79.3074270054452, 43.7124530074629)",NA,NA,NA,2008-08-11T04:00:00,YARDLEY AVE,BERMONDSEY RD,O CONNOR DR,BERMONDSEY RD,44,NA,448,NA,54,Beaches-East York(19),NA,NA,NA,O Connor Dr And Bermondsey Rd / Yardley Ave,Toronto and East York,6047,O CONNOR DR
23181,13458312,Danforth Ave,Birchmount Rd,45,NA,NA,NA,NA,45,"c(-79.2639990061325, 43.6969930097833)",NA,NA,NA,2009-04-01T04:00:00,NA,BIRCHMOUNT RD,DANFORTH AVE,BIRCHMOUNT RD,45,NA,359,NA,41,Scarborough Southwest(20),NA,NA,NA,Danforth Ave And Birchmount Rd,Scarborough,6048,DANFORTH AVE
23182,13460559,Islington Ave,The Westway,46,NA,NA,NA,NA,46,"c(-79.5428729970172, 43.6886200015324)",NA,NA,NA,2008-12-10T05:00:00,NA,THE WESTWAY,ISLINGTON AVE,THE WESTWAY,46,NA,711,NA,23,Etobicoke Centre(2),NA,NA,NA,Islington Ave And The Westway,Etobicoke York,6049,ISLINGTON AVE
23183,13462422,Bathurst St,Davenport Rd,47,NA,NA,NA,NA,47,"c(-79.415786001934, 43.6767300085459)",NA,NA,NA,2009-03-18T04:00:00,NA,DAVENPORT RD,BATHURST ST,DAVENPORT RD,47,NA,384,NA,13,Toronto-St. Paul's(12),NA,NA,NA,Bathurst St And Davenport Rd,Toronto and East York,6050,BATHURST ST
23184,13454488,Warden Ave,Comstock Rd,48,NA,NA,NA,NA,48,"c(-79.2849930048744, 43.7215320000156)",NA,NA,NA,2008-10-28T04:00:00,NA,COMSTOCK RD,WARDEN AVE,COMSTOCK RD,48,NA,690,NA,41,Scarborough Southwest(20),NA,NA,NA,Warden Ave And Comstock Rd,Scarborough,6051,WARDEN AVE
23185,13464080,Eastern Ave,Lower Coxwell Ave,49,NA,NA,NA,NA,49,"c(-79.3162150008697, 43.6654930038606)",NA,NA,NA,2009-08-13T04:00:00,NA,LOWER COXWELL AVE,EASTERN AVE,LOWER COXWELL AVE,49,NA,301,NA,55,Toronto-Danforth(14),NA,Beaches-East York(19),NA,Eastern Ave And Lower Coxwell Ave,Toronto and East York,6053,EASTERN AVE
23186,13446743,Midland Ave,Progress Ave,50,NA,NA,NA,NA,50,"c(-79.2729859942398, 43.7729650001435)",NA,NA,NA,2009-04-16T04:00:00,NA,PROGRESS AVE,MIDLAND AVE,PROGRESS AVE,50,NA,691,NA,41,Scarborough Centre(21),NA,NA,NA,Midland Ave And Progress Ave,Scarborough,6055,MIDLAND AVE
23187,13448868,Lawrence Ave E,Bellamy Rd N,51,NA,NA,NA,NA,51,"c(-79.2352669931062, 43.757721009063)",NA,NA,NA,2009-04-01T04:00:00,NA,BELLAMY RD N,LAWRENCE AVE E,BELLAMY RD N,51,NA,416,NA,43,Scarborough Centre(21),NA,Scarborough-Guildwood(24),NA,Lawrence Ave E And Bellamy Rd N,Scarborough,6056,LAWRENCE AVE E
23188,13456762,Danforth Rd,Birchmount Rd,52,NA,NA,NA,NA,52,"c(-79.2681300060353, 43.7069980024562)",NA,NA,NA,2010-02-25T05:00:00,NA,BIRCHMOUNT RD,DANFORTH RD,BIRCHMOUNT RD,52,NA,417,NA,41,Scarborough Southwest(20),NA,NA,NA,Danforth Rd And Birchmount Rd,Scarborough,6058,DANFORTH RD
23189,13454486,St Clair Ave E,Brimley Rd,53,NA,NA,NA,NA,53,"c(-79.241447998072, 43.7208750056158)",NA,43,NA,2009-08-21T04:00:00,NA,BRIMLEY RD,ST CLAIR AVE E,BRIMLEY RD,53,NA,497,NA,41,Scarborough Southwest(20),NA,NA,NA,St Clair Ave E And Brimley Rd,Scarborough,6059,ST CLAIR AVE E
23190,13456952,Keele St,Lawrence Ave W,54,NA,NA,NA,NA,54,"c(-79.4780619980855, 43.7086590072417)",NA,NA,NA,2009-03-19T04:00:00,NA,LAWRENCE AVE W,KEELE ST,LAWRENCE AVE W,54,NA,428,NA,12,York South-Weston(5),NA,NA,NA,Keele St And Lawrence Ave W,Etobicoke York,6060,KEELE ST
23191,13464908,Bloor St W,Ossington Ave,55,NA,NA,NA,NA,55,"c(-79.4256589977268, 43.6619839983533)",NA,NA,NA,2011-11-22T05:00:00,NA,OSSINGTON AVE,BLOOR ST W,OSSINGTON AVE,55,NA,341,NA,14,Davenport(9),NA,University-Rosedale(11),NA,Bloor St W And Ossington Ave,Toronto and East York,6061,BLOOR ST W
23192,13461356,Danforth Ave,Greenwood Ave,56,NA,NA,NA,NA,56,"c(-79.3323819969191, 43.6814840035033)",NA,55,NA,2010-01-07T05:00:00,NA,GREENWOOD AVE,DANFORTH AVE,GREENWOOD AVE,56,NA,348,NA,54,Toronto-Danforth(14),NA,NA,NA,Danforth Ave And Greenwood Ave,Toronto and East York,6062,DANFORTH AVE
23193,13463494,Queen St E,Woodbine Ave,57,NA,NA,NA,NA,57,"c(-79.3057750019252, 43.6687570069778)",NA,NA,NA,2009-08-06T04:00:00,NA,WOODBINE AVE,QUEEN ST E,WOODBINE AVE,57,NA,548,NA,55,Beaches-East York(19),NA,NA,NA,Queen St E And Woodbine Ave,Toronto and East York,6063,QUEEN ST E
23194,13466630,King St E,Jarvis St,58,NA,NA,NA,NA,58,"c(-79.3719129962965, 43.6504630011365)",NA,NA,NA,2009-08-06T04:00:00,NA,JARVIS ST,KING ST E,JARVIS ST,58,NA,3,NA,51,Toronto Centre(13),NA,NA,NA,King St E And Jarvis St,Toronto and East York,6064,KING ST E
23195,13465164,Lake Shore Blvd E,Leslie St,59,NA,NA,NA,NA,59,"c(-79.3284359942956, 43.6592350040891)",NA,NA,NA,2009-08-06T04:00:00,NA,LESLIE ST,LAKE SHORE BLVD E,LESLIE ST,59,NA,206,NA,55,Toronto-Danforth(14),NA,NA,NA,Lake Shore Blvd E And Leslie St,Toronto and East York,6065,LAKE SHORE BLVD E
23196,13467011,Lower Jarvis St,The Esplanade,60,NA,NA,NA,NA,60,"c(-79.3709320014031, 43.6482249963251)",NA,NA,NA,2009-08-06T04:00:00,NA,THE ESPLANADE,LOWER JARVIS ST,THE ESPLANADE,60,NA,1392,NA,51,Spadina-Fort York(10),NA,Toronto Centre(13),NA,Lower Jarvis St And The Esplanade,Toronto and East York,6066,LOWER JARVIS ST
23197,13465837,Lake Shore Blvd E,Carlaw Ave,61,NA,NA,NA,NA,61,"c(-79.3374340022338, 43.6549600017234)",NA,NA,NA,2009-08-06T04:00:00,NA,CARLAW AVE,LAKE SHORE BLVD E,CARLAW AVE,61,NA,207,NA,55,Toronto-Danforth(14),NA,NA,NA,Lake Shore Blvd E And Carlaw Ave,Toronto and East York,6067,LAKE SHORE BLVD E
23198,13461587,Rogers Rd,Keele St,62,NA,NA,NA,NA,62,"c(-79.4715979979489, 43.6821360027129)",NA,NA,NA,2009-09-08T04:00:00,NA,KEELE ST,ROGERS RD,KEELE ST,62,NA,394,NA,12,York South-Weston(5),NA,NA,NA,Rogers Rd And Keele St,Etobicoke York,6068,ROGERS RD
23199,13465876,Dundas St W,Bloor St W,63,NA,NA,NA,NA,63,"c(-79.4524529944122, 43.6563210073069)",NA,NA,NA,2009-08-11T04:00:00,NA,BLOOR ST W,DUNDAS ST W,BLOOR ST W,63,NA,327,NA,11,Parkdale-High Park(4),NA,NA,NA,Dundas St W And Bloor St W,Toronto and East York,6069,DUNDAS ST W
23200,NA,NA,NA,64,NA,NA,NA,NA,64,"c(-79.4021950065855, 43.7251010003172)",NA,53,NA,2009-08-05T04:00:00,NA,LAWRENCE AVE,YONGE ST,LAWRENCE AVE,64,NA,55,NA,32,Eglinton-Lawrence(8),NA,Don Valley West(15),NA,Yonge St And Lawrence Ave,North York,6070,YONGE ST
23211,13466604,University Ave,Queen St W,75,NA,NA,NA,NA,75,"c(-79.3866280046579, 43.6508519992253)",NA,NA,NA,2017-08-31T04:00:00,NA,QUEEN ST W,UNIVERSITY AVE,QUEEN ST W,75,NA,80,NA,52,Spadina-Fort York(10),NA,NA,NA,University Ave And Queen St W,Toronto and East York,6083,UNIVERSITY AVE
